"","t.test","eff_size","ci_low","ci_hi","pair","set"
"1",2.49282807344353e-10,3.36020566005569,2.30827556684171,4.41213575326966,"English-Spanish","L1 subset"
"2",1.9544995976686e-09,2.88752057622455,1.91945190185627,3.85558925059282,"English-French","L1 subset"
"3",0.1600196098407,-0.479181927212633,-1.16624954183853,0.207885687413268,"French-Spanish","L1 subset"
"4",3.82745266082325e-15,2.48016057214416,1.85493651410248,3.10538463018583,"English-Spanish","L2 subset"
"5",0.00171362539735878,0.769399178888463,0.282223492731411,1.25657486504551,"English-French","L2 subset"
"6",1.765735532706e-10,-1.78786714589898,-2.34400139345266,-1.2317328983453,"French-Spanish","L2 subset"
"7",2.34490665172511e-24,2.73879282976243,2.20767939069194,3.26990626883292,"English-Spanish","full dataset"
"8",3.89308937141094e-09,1.23593622911552,0.819548445275897,1.65232401295515,"English-French","full dataset"
"9",4.15278119387171e-09,-1.25768443118112,-1.67525559529855,-0.840113267063682,"French-Spanish","full dataset"
